state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
WI,126.0,415.0,378-3722,yes,yes,34.0,244.9,118.0,41.63,219.6,105.0,18.67,210.8,136.0,9.49,9.7,6.0,2.62,4.0,False
ND,60.0,510.0,353-9339,no,no,0.0,203.2,99.0,34.54,235.8,131.0,20.04,224.9,112.0,10.12,15.1,6.0,4.08,2.0,False
VT,122.0,415.0,386-6535,no,no,0.0,136.7,115.0,23.24,243.1,137.0,20.66,188.9,110.0,8.5,8.6,4.0,2.32,0.0,False
WA,136.0,408.0,403-5575,no,no,0.0,152.6,97.0,25.94,208.9,85.0,17.76,119.1,99.0,5.36,5.0,10.0,1.35,1.0,False
NC,172.0,408.0,331-5962,no,yes,47.0,274.9,102.0,46.73,186.6,118.0,15.86,245.0,123.0,11.03,8.8,2.0,2.38,1.0,False
ME,102.0,510.0,390-9627,no,no,0.0,195.7,116.0,33.27,209.1,87.0,17.77,201.1,73.0,9.05,8.3,3.0,2.24,1.0,True
SD,113.0,415.0,406-4560,yes,no,0.0,204.3,82.0,34.73,188.8,115.0,16.05,139.4,97.0,6.27,9.2,7.0,2.48,1.0,False
WV,79.0,415.0,359-6931,no,no,0.0,222.3,99.0,37.79,146.2,82.0,12.43,275.6,82.0,12.4,8.9,4.0,2.4,3.0,False
ID,55.0,510.0,331-7342,no,yes,8.0,222.5,104.0,37.83,171.5,94.0,14.58,377.5,114.0,16.99,9.7,2.0,2.62,1.0,False
LA,111.0,415.0,367-2227,no,yes,28.0,128.8,104.0,21.9,157.3,52.0,13.37,147.4,76.0,6.63,10.3,2.0,2.78,2.0,False
GA,160.0,415.0,335-8836,no,no,0.0,174.3,105.0,29.63,171.3,107.0,14.56,220.8,131.0,9.94,8.3,2.0,2.24,0.0,False
FL,110.0,415.0,398-6703,no,no,0.0,242.5,110.0,41.23,162.3,140.0,13.8,184.1,86.0,8.28,7.8,3.0,2.11,4.0,False
CO,192.0,415.0,370-8379,no,no,0.0,221.6,101.0,37.67,285.2,50.0,24.24,167.4,83.0,7.53,12.7,6.0,3.43,4.0,False
NV,93.0,408.0,335-3880,no,no,0.0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88.0,5.68,10.9,9.0,2.94,0.0,False
IN,101.0,415.0,375-8761,no,yes,33.0,219.7,137.0,37.35,186.8,94.0,15.88,184.5,113.0,8.3,9.5,2.0,2.57,2.0,False
VA,77.0,510.0,367-1398,no,no,0.0,144.9,136.0,24.63,151.3,115.0,12.86,252.4,73.0,11.36,12.3,3.0,3.32,2.0,False
UT,105.0,415.0,395-7857,no,yes,40.0,236.5,111.0,40.21,117.0,110.0,9.95,221.1,115.0,9.95,8.1,3.0,2.19,2.0,False
UT,133.0,408.0,398-8745,no,yes,44.0,174.0,80.0,29.58,209.4,113.0,17.8,224.1,87.0,10.08,14.1,7.0,3.81,2.0,True
MO,131.0,408.0,386-3717,no,no,0.0,109.5,95.0,18.62,332.1,48.0,28.23,258.6,108.0,11.64,6.6,7.0,1.78,1.0,False
CT,106.0,510.0,330-1175,no,yes,33.0,81.6,120.0,13.87,235.6,85.0,20.03,150.9,113.0,6.79,9.9,4.0,2.67,1.0,False
HI,118.0,415.0,418-6752,no,no,0.0,133.4,113.0,22.68,121.0,92.0,10.29,254.7,129.0,11.46,5.9,4.0,1.59,1.0,False
MD,125.0,408.0,349-6464,no,no,0.0,137.1,94.0,23.31,209.8,83.0,17.83,238.4,114.0,10.73,8.6,4.0,2.32,1.0,False
VA,95.0,415.0,366-7331,no,no,0.0,197.0,88.0,33.49,190.4,68.0,16.18,211.9,104.0,9.54,16.1,8.0,4.35,0.0,False
MT,80.0,415.0,361-8288,no,no,0.0,198.1,160.0,33.68,156.7,87.0,13.32,182.1,76.0,8.19,9.3,3.0,2.51,3.0,False
SC,145.0,408.0,377-6635,no,no,0.0,39.5,78.0,6.72,264.3,106.0,22.47,185.8,90.0,8.36,10.0,6.0,2.7,0.0,False
CO,37.0,408.0,408-1513,no,no,0.0,199.5,107.0,33.92,207.5,110.0,17.64,83.9,123.0,3.78,8.1,4.0,2.19,2.0,False
ID,87.0,415.0,370-7546,no,no,0.0,156.8,93.0,26.66,215.8,68.0,18.34,223.3,77.0,10.05,7.6,6.0,2.05,1.0,False
AL,69.0,415.0,389-4278,no,no,0.0,183.4,85.0,31.18,237.6,100.0,20.2,228.0,94.0,10.26,9.0,5.0,2.43,3.0,False
CO,83.0,510.0,379-3012,no,no,0.0,132.4,120.0,22.51,121.6,101.0,10.34,197.7,84.0,8.9,8.6,2.0,2.32,1.0,False
UT,195.0,415.0,355-3620,no,no,0.0,63.2,108.0,10.74,220.2,88.0,18.72,184.0,99.0,8.28,5.1,3.0,1.38,0.0,False
DE,67.0,415.0,413-7743,yes,yes,35.0,181.1,59.0,30.79,215.9,116.0,18.35,216.3,106.0,9.73,16.9,4.0,4.56,0.0,True
OH,75.0,510.0,372-2296,no,yes,27.0,117.5,102.0,19.98,206.8,127.0,17.58,194.4,114.0,8.75,4.2,7.0,1.13,3.0,False
RI,123.0,415.0,333-9728,no,yes,27.0,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1.0,4.05,0.0,False
FL,41.0,415.0,415-6110,no,yes,41.0,207.3,95.0,35.24,137.3,120.0,11.67,115.7,74.0,5.21,5.9,3.0,1.59,1.0,False
OH,75.0,415.0,340-9803,no,no,0.0,150.6,99.0,25.6,301.5,83.0,25.63,158.7,104.0,7.14,8.1,5.0,2.19,0.0,False
MD,76.0,415.0,400-7002,yes,no,0.0,273.3,66.0,46.46,263.6,121.0,22.41,165.2,84.0,7.43,12.0,7.0,3.24,1.0,True
IL,86.0,415.0,395-7435,yes,no,0.0,266.1,120.0,45.24,182.0,92.0,15.47,206.5,103.0,9.29,10.3,4.0,2.78,1.0,False
PA,140.0,408.0,336-7143,no,no,0.0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85.0,11.23,16.3,6.0,4.4,0.0,False
AZ,70.0,415.0,352-2175,no,no,0.0,104.7,112.0,17.8,82.2,104.0,6.99,169.4,110.0,7.62,15.8,7.0,4.27,3.0,False
NH,121.0,510.0,346-6352,no,yes,35.0,193.8,62.0,32.95,197.6,97.0,16.8,218.8,95.0,9.85,5.9,4.0,1.59,0.0,False
RI,112.0,415.0,405-7467,no,no,0.0,168.6,102.0,28.66,298.0,117.0,25.33,194.7,110.0,8.76,9.8,5.0,2.65,1.0,False
HI,118.0,415.0,379-8526,no,no,0.0,253.2,122.0,43.04,201.0,78.0,17.09,195.3,108.0,8.79,9.7,7.0,2.62,2.0,False
NJ,66.0,415.0,410-5713,no,yes,16.0,174.7,92.0,29.7,232.1,105.0,19.73,305.4,98.0,13.74,8.9,2.0,2.4,1.0,False
WI,78.0,408.0,408-5916,no,no,0.0,87.0,102.0,14.79,193.6,64.0,16.46,205.8,120.0,9.26,11.0,5.0,2.97,0.0,False
MD,129.0,415.0,370-5626,no,yes,34.0,204.5,79.0,34.77,132.8,113.0,11.29,190.1,117.0,8.55,14.8,9.0,4.0,2.0,False
OR,6.0,408.0,408-1331,no,no,0.0,226.5,93.0,38.51,152.1,122.0,12.93,164.4,98.0,7.4,9.4,4.0,2.54,3.0,False
NV,107.0,510.0,419-9688,yes,no,0.0,234.1,91.0,39.8,163.1,105.0,13.86,282.5,100.0,12.71,10.0,3.0,2.7,1.0,False
AR,107.0,415.0,343-5219,yes,no,0.0,133.3,106.0,22.66,182.9,89.0,15.55,241.1,123.0,10.85,12.9,2.0,3.48,3.0,True
MT,138.0,415.0,401-5586,no,no,0.0,133.9,87.0,22.76,166.4,110.0,14.14,193.5,139.0,8.71,15.4,3.0,4.16,1.0,False
CT,103.0,510.0,377-9178,no,no,0.0,160.2,104.0,27.23,138.9,70.0,11.81,312.5,97.0,14.06,9.7,2.0,2.62,0.0,False
UT,116.0,415.0,345-5639,no,yes,44.0,230.6,94.0,39.2,224.1,103.0,19.05,244.0,76.0,10.98,11.1,2.0,3.0,0.0,False
GA,189.0,408.0,336-3488,no,no,0.0,227.4,84.0,38.66,176.0,81.0,14.96,206.1,120.0,9.27,6.3,4.0,1.7,2.0,False
NV,161.0,415.0,414-6426,no,no,0.0,72.8,120.0,12.38,267.1,120.0,22.7,222.5,91.0,10.01,11.8,2.0,3.19,2.0,False
TN,1.0,415.0,335-5591,no,no,0.0,196.1,107.0,33.34,296.5,82.0,25.2,211.5,91.0,9.52,7.0,2.0,1.89,1.0,False
DE,89.0,408.0,421-9144,no,no,0.0,197.1,110.0,33.51,165.9,115.0,14.1,227.3,106.0,10.23,12.8,3.0,3.46,1.0,False
NY,64.0,408.0,422-7728,no,no,0.0,219.6,126.0,37.33,303.3,100.0,25.78,154.5,65.0,6.95,9.7,5.0,2.62,1.0,False
MT,126.0,415.0,344-3466,no,yes,30.0,153.4,90.0,26.08,151.4,97.0,12.87,153.8,97.0,6.92,12.8,4.0,3.46,4.0,True
IA,129.0,415.0,398-7978,no,no,0.0,216.0,85.0,36.72,186.9,114.0,15.89,210.7,109.0,9.48,4.9,10.0,1.32,2.0,False
VT,128.0,510.0,346-8368,no,yes,32.0,222.9,136.0,37.89,262.0,80.0,22.27,191.4,101.0,8.61,10.8,4.0,2.92,0.0,False
LA,81.0,415.0,392-2722,no,yes,36.0,115.9,120.0,19.7,236.6,95.0,20.11,255.0,90.0,11.48,11.7,6.0,3.16,3.0,False
MT,114.0,510.0,393-3274,no,no,0.0,189.8,101.0,32.27,147.7,80.0,12.55,172.7,121.0,7.77,10.6,5.0,2.86,1.0,False
NH,50.0,408.0,339-4636,no,no,0.0,154.7,102.0,26.3,298.0,108.0,25.33,210.2,95.0,9.46,11.1,3.0,3.0,0.0,False
WV,86.0,415.0,349-7138,no,no,0.0,136.4,104.0,23.19,202.5,110.0,17.21,230.7,86.0,10.38,11.5,1.0,3.11,3.0,False
ID,96.0,408.0,363-3295,no,no,0.0,170.5,86.0,28.99,277.5,88.0,23.59,162.5,117.0,7.31,12.2,6.0,3.29,1.0,False
AZ,72.0,510.0,407-9830,no,no,0.0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2.0,3.43,0.0,False
SC,64.0,510.0,333-8822,no,yes,40.0,210.0,116.0,35.7,232.7,89.0,19.78,168.8,94.0,7.6,5.9,4.0,1.59,8.0,False
WV,57.0,415.0,419-6418,yes,yes,17.0,236.5,94.0,40.21,163.1,94.0,13.86,236.7,117.0,10.65,12.2,3.0,3.29,2.0,False
OH,65.0,510.0,351-8955,no,no,0.0,153.9,117.0,26.16,220.1,122.0,18.71,280.5,147.0,12.62,8.5,3.0,2.3,2.0,False
MD,163.0,408.0,338-1840,no,no,0.0,223.0,120.0,37.91,227.0,98.0,19.3,188.3,125.0,8.47,8.8,5.0,2.38,1.0,False
MD,136.0,415.0,336-6997,no,no,0.0,252.4,74.0,42.91,167.9,81.0,14.27,248.3,110.0,11.17,10.7,3.0,2.89,2.0,False
MN,116.0,408.0,408-6266,no,no,0.0,197.9,84.0,33.64,168.1,113.0,14.29,239.8,145.0,10.79,12.0,6.0,3.24,1.0,False
NE,93.0,408.0,332-4291,no,no,0.0,152.4,74.0,25.91,274.6,88.0,23.34,252.2,120.0,11.35,6.6,5.0,1.78,3.0,False
MN,142.0,510.0,355-7895,no,yes,40.0,237.4,105.0,40.36,175.9,93.0,14.95,210.3,110.0,9.46,9.2,3.0,2.48,3.0,False
NY,92.0,408.0,348-2916,no,no,0.0,265.6,82.0,45.15,180.7,75.0,15.36,211.1,113.0,9.5,8.6,2.0,2.32,1.0,False
HI,70.0,415.0,339-8132,no,no,0.0,197.3,91.0,33.54,305.8,81.0,25.99,171.0,105.0,7.69,6.7,6.0,1.81,1.0,False
MO,22.0,408.0,374-1684,no,yes,14.0,199.1,100.0,33.85,221.8,103.0,18.85,65.7,91.0,2.96,4.2,1.0,1.13,1.0,False
NV,37.0,415.0,362-7604,no,no,0.0,233.7,114.0,39.73,207.9,109.0,17.67,212.7,101.0,9.57,12.0,2.0,3.24,2.0,False
MA,51.0,415.0,389-3206,no,no,0.0,183.1,99.0,31.13,160.1,107.0,13.61,311.8,121.0,14.03,7.0,3.0,1.89,1.0,False
NH,174.0,408.0,336-2829,no,no,0.0,139.4,96.0,23.7,143.4,108.0,12.19,225.2,107.0,10.13,10.0,5.0,2.7,2.0,False
UT,68.0,415.0,403-8916,no,no,0.0,213.9,112.0,36.36,260.5,100.0,22.14,233.8,97.0,10.52,8.4,3.0,2.27,1.0,True
FL,130.0,415.0,384-1135,no,no,0.0,207.1,70.0,35.21,200.1,115.0,17.01,194.2,100.0,8.74,12.4,2.0,3.35,1.0,False
WA,104.0,415.0,390-2320,no,no,0.0,139.7,78.0,23.75,202.6,119.0,17.22,203.6,102.0,9.16,11.3,5.0,3.05,2.0,False
CT,134.0,408.0,398-8578,no,no,0.0,177.2,91.0,30.12,228.7,105.0,19.44,194.3,113.0,8.74,8.9,3.0,2.4,2.0,False
KY,108.0,415.0,393-9424,no,yes,35.0,169.8,136.0,28.87,173.7,101.0,14.76,214.6,105.0,9.66,9.5,7.0,2.57,2.0,False
NM,103.0,415.0,417-6330,no,no,0.0,173.5,83.0,29.5,244.3,65.0,20.77,221.6,66.0,9.97,9.7,2.0,2.62,3.0,False
ND,62.0,510.0,340-6339,no,no,0.0,159.9,100.0,27.18,172.2,99.0,14.64,263.2,109.0,11.84,5.6,4.0,1.51,1.0,False
NV,162.0,415.0,380-6571,no,no,0.0,115.1,89.0,19.57,196.8,111.0,16.73,212.4,98.0,9.56,11.4,3.0,3.08,2.0,False
CA,93.0,510.0,368-6488,no,yes,19.0,136.8,113.0,23.26,179.5,105.0,15.26,71.1,95.0,3.2,12.5,3.0,3.38,2.0,False
ID,42.0,415.0,363-2193,no,no,0.0,92.2,108.0,15.67,211.2,120.0,17.95,129.1,73.0,5.81,13.1,6.0,3.54,1.0,False
OK,155.0,415.0,328-1206,no,yes,23.0,243.9,112.0,41.46,133.0,106.0,11.31,213.7,123.0,9.62,13.4,11.0,3.62,2.0,False
IA,36.0,510.0,385-3540,no,no,0.0,117.1,94.0,19.91,235.4,117.0,20.01,221.3,108.0,9.96,9.0,2.0,2.43,0.0,False
OH,143.0,415.0,337-7167,no,no,0.0,223.3,99.0,37.96,167.1,128.0,14.2,203.0,84.0,9.14,4.5,4.0,1.22,0.0,True
NJ,197.0,510.0,372-8405,no,no,0.0,154.8,111.0,26.32,171.5,102.0,14.58,227.3,86.0,10.23,10.6,2.0,2.86,3.0,False
IA,81.0,510.0,377-1273,no,no,0.0,261.4,141.0,44.44,215.7,102.0,18.33,271.8,96.0,12.23,8.0,6.0,2.16,1.0,True
DE,138.0,510.0,380-7816,yes,no,0.0,46.5,104.0,7.91,186.0,114.0,15.81,167.5,95.0,7.54,9.6,4.0,2.59,4.0,True
CA,103.0,415.0,402-6744,no,yes,18.0,149.9,84.0,25.48,170.9,84.0,14.53,171.5,112.0,7.72,11.5,7.0,3.11,0.0,True
WY,127.0,510.0,400-2181,yes,no,0.0,242.2,102.0,41.17,226.1,80.0,19.22,252.0,96.0,11.34,13.9,5.0,3.75,2.0,True
OR,136.0,510.0,366-1613,no,no,0.0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6.0,2.89,1.0,True
ME,99.0,415.0,347-8205,no,no,0.0,222.4,102.0,37.81,185.8,89.0,15.79,237.7,81.0,10.7,12.0,8.0,3.24,2.0,False
AR,95.0,415.0,328-2982,no,no,0.0,69.4,79.0,11.8,190.8,109.0,16.22,219.9,102.0,9.9,8.9,5.0,2.4,0.0,False
ME,118.0,408.0,384-8723,yes,yes,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0,True
WV,113.0,415.0,341-7686,no,no,0.0,61.2,111.0,10.4,92.3,88.0,7.85,197.4,114.0,8.88,13.7,3.0,3.7,5.0,True
PA,128.0,408.0,353-6038,yes,no,0.0,245.2,112.0,41.68,101.5,101.0,8.63,152.3,116.0,6.85,10.7,5.0,2.89,0.0,False
HI,117.0,408.0,416-8827,no,no,0.0,102.3,100.0,17.39,135.2,104.0,11.49,199.7,93.0,8.99,15.7,10.0,4.24,3.0,False
MT,48.0,415.0,418-8450,no,yes,36.0,230.9,92.0,39.25,167.6,121.0,14.25,270.0,87.0,12.15,7.6,4.0,2.05,3.0,False
DC,81.0,510.0,385-7861,yes,no,0.0,227.4,105.0,38.66,211.5,120.0,17.98,258.2,113.0,11.62,11.9,3.0,3.21,0.0,False
AR,57.0,510.0,393-3507,no,no,0.0,192.8,68.0,32.78,158.0,86.0,13.43,235.5,105.0,10.6,12.7,6.0,3.43,1.0,False
MS,140.0,408.0,372-5262,no,no,0.0,162.6,98.0,27.64,206.2,109.0,17.53,141.6,66.0,6.37,8.2,2.0,2.21,1.0,False
OH,107.0,510.0,411-3095,no,yes,38.0,219.4,92.0,37.3,180.5,73.0,15.34,104.1,91.0,4.68,11.0,1.0,2.97,2.0,False
MO,56.0,415.0,331-5919,no,no,0.0,137.2,111.0,23.32,165.9,119.0,14.1,182.3,72.0,8.2,14.3,4.0,3.86,1.0,False
TX,159.0,415.0,402-1556,no,no,0.0,87.7,103.0,14.91,278.2,97.0,23.65,170.6,93.0,7.68,10.5,10.0,2.84,1.0,False
MD,102.0,415.0,349-7362,no,no,0.0,271.1,80.0,46.09,172.0,133.0,14.62,169.2,105.0,7.61,10.3,5.0,2.78,1.0,False
CT,107.0,408.0,339-2734,no,no,0.0,103.4,94.0,17.58,189.3,125.0,16.09,227.2,125.0,10.22,14.4,3.0,3.89,1.0,False
SC,106.0,408.0,330-4914,no,no,0.0,52.2,106.0,8.87,220.1,113.0,18.71,112.3,95.0,5.05,11.4,2.0,3.08,2.0,False
MI,225.0,415.0,371-2500,no,no,0.0,165.4,106.0,28.12,273.7,109.0,23.26,210.0,93.0,9.45,8.7,3.0,2.35,0.0,True
SD,75.0,408.0,335-3681,no,no,0.0,147.5,110.0,25.08,191.7,97.0,16.29,135.0,68.0,6.08,16.4,3.0,4.43,2.0,False
CO,86.0,415.0,405-1132,no,no,0.0,217.8,93.0,37.03,214.7,95.0,18.25,228.7,70.0,10.29,11.3,7.0,3.05,0.0,False
ID,169.0,415.0,399-9239,no,no,0.0,235.7,79.0,40.07,136.9,85.0,11.64,220.9,97.0,9.94,13.3,10.0,3.59,1.0,False
AZ,122.0,510.0,350-7227,no,yes,22.0,204.5,92.0,34.77,139.6,121.0,11.87,205.0,103.0,9.23,8.6,5.0,2.32,2.0,False
FL,106.0,408.0,384-6654,no,no,0.0,178.4,143.0,30.33,247.0,123.0,21.0,259.9,105.0,11.7,9.6,2.0,2.59,0.0,False
MN,52.0,415.0,376-4271,no,yes,32.0,130.1,68.0,22.12,247.2,77.0,21.01,289.4,87.0,13.02,13.5,5.0,3.65,2.0,False
DE,79.0,415.0,391-8124,no,yes,34.0,103.7,100.0,17.63,236.3,78.0,20.09,256.6,102.0,11.55,14.8,4.0,4.0,2.0,False
MI,135.0,415.0,393-2524,no,no,0.0,239.9,91.0,40.78,177.1,104.0,15.05,217.2,118.0,9.77,5.9,3.0,1.59,2.0,False
MS,70.0,408.0,384-4385,no,no,0.0,148.4,110.0,25.23,267.1,90.0,22.7,151.5,101.0,6.82,8.9,4.0,2.4,0.0,False
MA,80.0,408.0,377-8266,no,no,0.0,148.6,106.0,25.26,210.8,65.0,17.92,203.7,86.0,9.17,10.0,2.0,2.7,2.0,False
CA,37.0,415.0,345-1243,no,no,0.0,191.1,69.0,32.49,129.2,113.0,10.98,207.5,117.0,9.34,12.9,1.0,3.48,0.0,False
MN,161.0,415.0,394-8086,no,yes,39.0,218.5,76.0,37.15,112.7,94.0,9.58,205.1,121.0,9.23,7.3,4.0,1.97,1.0,False
VT,137.0,510.0,348-9145,no,no,0.0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78.0,13.0,0.0,0.0,0.0,1.0,False
CT,123.0,415.0,376-5201,no,no,0.0,128.7,126.0,21.88,117.6,94.0,10.0,198.4,132.0,8.93,10.8,5.0,2.92,0.0,False
WV,80.0,415.0,356-2093,no,yes,38.0,236.6,69.0,40.22,197.5,68.0,16.79,209.5,102.0,9.43,9.5,10.0,2.57,2.0,False
WV,94.0,415.0,353-2080,no,no,0.0,85.9,113.0,14.6,226.7,91.0,19.27,279.6,110.0,12.58,15.6,16.0,4.21,0.0,False
NE,105.0,415.0,397-7500,no,yes,27.0,141.2,96.0,24.0,167.7,94.0,14.25,274.4,101.0,12.35,11.4,2.0,3.08,1.0,False
NC,73.0,415.0,414-5786,no,yes,31.0,194.4,104.0,33.05,176.0,84.0,14.96,230.1,110.0,10.35,11.5,3.0,3.11,0.0,False
NE,112.0,415.0,388-4282,no,no,0.0,167.6,100.0,28.49,154.5,90.0,13.13,281.4,107.0,12.66,17.3,3.0,4.67,2.0,False
IL,179.0,408.0,415-5132,no,no,0.0,234.5,134.0,39.87,164.2,94.0,13.96,191.4,72.0,8.61,6.1,4.0,1.65,1.0,False
MA,57.0,510.0,352-4541,no,no,0.0,154.2,78.0,26.21,196.7,85.0,16.72,253.5,97.0,11.41,10.1,9.0,2.73,1.0,False
AZ,127.0,415.0,373-5928,no,yes,14.0,143.2,99.0,24.34,169.9,91.0,14.44,221.6,77.0,9.97,11.6,1.0,3.13,1.0,False
SD,122.0,415.0,406-7737,yes,yes,40.0,216.4,80.0,36.79,249.7,90.0,21.22,185.9,99.0,8.37,12.7,4.0,3.43,1.0,False
MT,33.0,510.0,332-7607,no,yes,35.0,161.9,85.0,27.52,151.2,82.0,12.85,191.0,131.0,8.59,8.5,2.0,2.3,1.0,False
VT,94.0,408.0,359-7788,no,no,0.0,118.7,90.0,20.18,205.1,57.0,17.43,172.2,100.0,7.75,10.4,6.0,2.81,3.0,False
UT,100.0,408.0,384-1549,no,no,0.0,179.1,123.0,30.45,196.6,132.0,16.71,186.7,116.0,8.4,10.2,10.0,2.75,1.0,False
HI,106.0,415.0,352-8508,no,no,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5.0,2.38,2.0,False
DC,148.0,415.0,404-1002,no,yes,38.0,209.2,110.0,35.56,116.6,73.0,9.91,109.6,105.0,4.93,16.5,4.0,4.46,2.0,False
WI,120.0,415.0,414-2905,no,yes,29.0,244.3,140.0,41.53,322.3,89.0,27.4,166.8,83.0,7.51,10.6,6.0,2.86,0.0,False
UT,91.0,415.0,380-9849,no,yes,34.0,175.3,96.0,29.8,262.3,122.0,22.3,143.9,76.0,6.48,5.6,11.0,1.51,1.0,False
WA,86.0,510.0,387-6498,no,no,0.0,150.5,92.0,25.59,120.3,95.0,10.23,271.2,96.0,12.2,9.0,2.0,2.43,1.0,False
SD,78.0,415.0,360-6024,no,yes,25.0,197.4,73.0,33.56,295.7,113.0,25.13,211.7,73.0,9.53,13.2,2.0,3.56,0.0,False
MT,94.0,510.0,352-5815,no,no,0.0,163.5,136.0,27.8,143.7,111.0,12.21,253.4,82.0,11.4,12.6,5.0,3.4,1.0,False
NJ,85.0,415.0,366-2273,no,no,0.0,236.9,93.0,40.27,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7.0,3.08,2.0,True
CT,89.0,415.0,414-9119,no,no,0.0,82.3,77.0,13.99,167.2,80.0,14.21,194.7,70.0,8.76,7.2,4.0,1.94,1.0,False
VA,128.0,415.0,409-8796,no,no,0.0,216.0,111.0,36.72,153.7,115.0,13.06,227.0,74.0,10.22,12.7,4.0,3.43,1.0,False
NC,115.0,415.0,337-2442,yes,no,0.0,180.0,119.0,30.6,198.8,126.0,16.9,217.1,70.0,9.77,12.4,3.0,3.35,1.0,False
AK,76.0,415.0,404-1931,no,no,0.0,143.7,55.0,24.43,173.1,108.0,14.71,239.1,95.0,10.76,5.8,6.0,1.57,1.0,False
MD,75.0,415.0,367-9765,no,yes,39.0,198.2,107.0,33.69,280.4,132.0,23.83,129.6,73.0,5.83,11.3,7.0,3.05,1.0,False
IL,90.0,415.0,378-7299,no,yes,29.0,185.6,106.0,31.55,219.7,113.0,18.67,152.1,120.0,6.84,11.1,5.0,3.0,2.0,False
CT,30.0,408.0,410-5192,no,no,0.0,137.6,108.0,23.39,162.0,80.0,13.77,187.7,126.0,8.45,5.8,10.0,1.57,3.0,False
KS,105.0,415.0,405-1108,yes,no,0.0,273.9,119.0,46.56,278.6,103.0,23.68,255.3,90.0,11.49,10.9,7.0,2.94,1.0,True
MA,102.0,415.0,392-1734,no,yes,31.0,125.3,92.0,21.3,141.2,108.0,12.0,168.2,68.0,7.57,6.3,2.0,1.7,3.0,False
NJ,83.0,415.0,395-6030,no,no,0.0,178.8,102.0,30.4,167.9,84.0,14.27,178.9,65.0,8.05,8.6,4.0,2.32,3.0,False
AR,63.0,510.0,330-5168,no,yes,49.0,214.9,86.0,36.53,198.2,89.0,16.85,170.8,139.0,7.69,8.2,5.0,2.21,0.0,False
MS,155.0,408.0,334-3142,no,no,0.0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4.0,4.08,2.0,False
ND,82.0,415.0,362-9983,no,yes,29.0,163.8,77.0,27.85,134.9,112.0,11.47,79.3,95.0,3.57,8.8,2.0,2.38,2.0,False
IN,87.0,510.0,414-2606,no,no,0.0,189.5,113.0,32.22,204.9,100.0,17.42,221.7,93.0,9.98,13.4,3.0,3.62,1.0,False
MI,115.0,415.0,402-4501,no,yes,26.0,155.2,110.0,26.38,230.9,133.0,19.63,261.6,100.0,11.77,4.5,4.0,1.22,0.0,False
AR,99.0,510.0,387-2604,yes,no,0.0,242.3,102.0,41.19,350.9,102.0,29.83,163.1,93.0,7.34,11.3,3.0,3.05,0.0,True
VT,121.0,415.0,400-3343,yes,yes,44.0,254.1,127.0,43.2,180.2,108.0,15.32,196.2,129.0,8.83,8.7,4.0,2.35,3.0,False
WV,54.0,510.0,353-2450,no,yes,33.0,112.0,90.0,19.04,208.0,112.0,17.68,150.3,83.0,6.76,11.3,4.0,3.05,2.0,False
ME,105.0,408.0,406-2032,no,no,0.0,115.5,73.0,19.64,267.3,83.0,22.72,114.2,90.0,5.14,13.3,5.0,3.59,3.0,False
IA,73.0,415.0,409-4462,no,no,0.0,137.1,102.0,23.31,210.8,114.0,17.92,191.4,120.0,8.61,11.1,4.0,3.0,1.0,False
CT,95.0,415.0,392-5941,no,no,0.0,198.4,113.0,33.73,235.9,144.0,20.05,325.6,99.0,14.65,10.1,3.0,2.73,0.0,False
NM,21.0,415.0,334-9182,no,yes,19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3.0,False
OR,163.0,408.0,346-3445,no,yes,25.0,219.6,99.0,37.33,210.4,99.0,17.88,242.7,88.0,10.92,13.8,8.0,3.73,2.0,False
VT,57.0,415.0,368-9507,no,no,0.0,169.6,96.0,28.83,234.7,112.0,19.95,285.4,83.0,12.84,11.2,4.0,3.02,0.0,False
RI,104.0,408.0,382-3966,yes,no,0.0,160.4,73.0,27.27,293.9,103.0,24.98,306.6,90.0,13.8,12.6,5.0,3.4,4.0,False
RI,83.0,415.0,334-5844,no,yes,20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0.0,False
NM,141.0,415.0,362-9411,no,no,0.0,160.1,87.0,27.22,256.7,120.0,21.82,270.0,107.0,12.15,7.0,1.0,1.89,2.0,False
AL,95.0,415.0,390-3565,no,no,0.0,194.6,114.0,33.08,232.8,106.0,19.79,173.4,92.0,7.8,3.8,2.0,1.03,3.0,False
